No arguments are passed. Using default.
TRAINING IMAGE CLASSIFIER ON 17995 images in 10 CATEGORIES
Extracting image features from full data set.
Analyzing and extracting image features.
+------------------+--------------+------------------+
| Images Processed | Elapsed Time | Percent Complete |
| 7600             | 23m 7s       | 42%              |
| 7625             | 23m 12s      | 42.25%           |
| 7650             | 23m 17s      | 42.5%            |
| 7675             | 23m 28s      | 42.5%            |
| 7700             | 23m 33s      | 42.75%           |
| 7725             | 23m 37s      | 42.75%           |
| 7750             | 23m 42s      | 43%              |
| 7775             | 23m 46s      | 43%              |
| 7800             | 23m 51s      | 43.25%           |
| 7825             | 23m 55s      | 43.25%           |
| 7850             | 24m 0s       | 43.5%            |
| 7875             | 24m 4s       | 43.75%           |
| 7900             | 24m 9s       | 43.75%           |
| 7925             | 24m 13s      | 44%              |
| 7950             | 24m 18s      | 44%              |
| 7975             | 24m 22s      | 44.25%           |
| 8000             | 24m 27s      | 44.25%           |
| 8025             | 24m 31s      | 44.5%            |
| 8050             | 24m 36s      | 44.5%            |
| 8075             | 24m 40s      | 44.75%           |
| 8100             | 24m 45s      | 45%              |
| 8125             | 24m 49s      | 45%              |
| 8150             | 24m 54s      | 45.25%           |
| 8175             | 24m 58s      | 45.25%           |
| 8200             | 25m 3s       | 45.5%            |
| 8225             | 25m 7s       | 45.5%            |
| 8250             | 25m 12s      | 45.75%           |
| 8275             | 25m 16s      | 45.75%           |
| 8300             | 25m 21s      | 46%              |
| 8325             | 25m 25s      | 46.25%           |
| 8350             | 25m 30s      | 46.25%           |
| 8375             | 25m 34s      | 46.5%            |
| 8400             | 25m 39s      | 46.5%            |
| 8425             | 25m 43s      | 46.75%           |
| 8450             | 25m 48s      | 46.75%           |
| 8475             | 25m 52s      | 47%              |
| 8500             | 25m 57s      | 47%              |
| 8525             | 26m 1s       | 47.25%           |
| 8550             | 26m 6s       | 47.5%            |
| 8575             | 26m 10s      | 47.5%            |
| 8600             | 26m 15s      | 47.75%           |
| 8625             | 26m 19s      | 47.75%           |
| 8650             | 26m 24s      | 48%              |
| 8675             | 26m 28s      | 48%              |
| 8700             | 26m 33s      | 48.25%           |
| 8725             | 26m 37s      | 48.25%           |
| 8750             | 26m 42s      | 48.5%            |
| 8775             | 26m 46s      | 48.75%           |
| 8800             | 26m 51s      | 48.75%           |
| 8825             | 26m 55s      | 49%              |
| 8850             | 27m 0s       | 49%              |
| 8875             | 27m 4s       | 49.25%           |
| 8900             | 27m 9s       | 49.25%           |
| 8925             | 27m 13s      | 49.5%            |
| 8950             | 27m 18s      | 49.5%            |
| 8975             | 27m 22s      | 49.75%           |
| 9000             | 27m 27s      | 50%              |
| 9025             | 27m 31s      | 50%              |
| 9050             | 27m 36s      | 50.25%           |
| 9075             | 27m 40s      | 50.25%           |
| 9100             | 27m 44s      | 50.5%            |
| 9125             | 27m 49s      | 50.5%            |
| 9150             | 27m 54s      | 50.75%           |
| 9175             | 27m 58s      | 50.75%           |
| 9200             | 28m 3s       | 51%              |
| 9225             | 28m 7s       | 51.25%           |
| 9250             | 28m 12s      | 51.25%           |
| 9275             | 28m 16s      | 51.5%            |
| 9300             | 28m 21s      | 51.5%            |
| 9325             | 28m 25s      | 51.75%           |
| 9350             | 28m 30s      | 51.75%           |
| 9375             | 28m 34s      | 52%              |
| 9400             | 28m 39s      | 52%              |
| 9425             | 28m 43s      | 52.25%           |
| 9450             | 28m 48s      | 52.5%            |
| 9475             | 28m 52s      | 52.5%            |
| 9500             | 28m 57s      | 52.75%           |
| 9525             | 29m 1s       | 52.75%           |
| 9550             | 29m 6s       | 53%              |
| 9575             | 29m 10s      | 53%              |
| 9600             | 29m 15s      | 53.25%           |
| 9625             | 29m 19s      | 53.25%           |
| 9650             | 29m 24s      | 53.5%            |
| 9675             | 29m 28s      | 53.75%           |
| 9700             | 29m 33s      | 53.75%           |
| 9725             | 29m 37s      | 54%              |
| 9750             | 29m 41s      | 54%              |
| 9775             | 29m 50s      | 54.25%           |
| 9800             | 29m 56s      | 54.25%           |
| 9825             | 30m 0s       | 54.5%            |
| 9850             | 30m 6s       | 54.5%            |
| 9875             | 30m 11s      | 54.75%           |
| 9900             | 30m 16s      | 55%              |
| 9925             | 30m 21s      | 55%              |
| 9950             | 30m 26s      | 55.25%           |
| 9975             | 30m 31s      | 55.25%           |
| 10000            | 30m 35s      | 55.5%            |
| 10025            | 30m 40s      | 55.5%            |
| 10050            | 30m 45s      | 55.75%           |
| 10075            | 30m 49s      | 55.75%           |
| 10100            | 30m 54s      | 56%              |
| 10125            | 30m 58s      | 56.25%           |
| 10150            | 31m 3s       | 56.25%           |
| 10175            | 31m 7s       | 56.5%            |
| 10200            | 31m 12s      | 56.5%            |
| 10225            | 31m 16s      | 56.75%           |
| 10250            | 31m 21s      | 56.75%           |
| 10275            | 31m 25s      | 57%              |
| 10300            | 31m 30s      | 57%              |
| 10325            | 31m 34s      | 57.25%           |
| 10350            | 31m 39s      | 57.5%            |
| 10375            | 31m 43s      | 57.5%            |
| 10400            | 31m 48s      | 57.75%           |
| 10425            | 31m 52s      | 57.75%           |
| 10450            | 31m 57s      | 58%              |
| 10475            | 32m 1s       | 58%              |
| 10500            | 32m 6s       | 58.25%           |
| 10525            | 32m 10s      | 58.25%           |
| 10550            | 32m 15s      | 58.5%            |
| 10575            | 32m 19s      | 58.75%           |
| 10600            | 32m 24s      | 58.75%           |
| 10625            | 32m 28s      | 59%              |
| 10650            | 32m 33s      | 59%              |
| 10675            | 32m 37s      | 59.25%           |
| 10700            | 32m 42s      | 59.25%           |
| 10725            | 32m 46s      | 59.5%            |
| 10750            | 32m 51s      | 59.5%            |
| 10775            | 32m 55s      | 59.75%           |
| 10800            | 33m 0s       | 60%              |
| 10825            | 33m 4s       | 60%              |
| 10850            | 33m 9s       | 60.25%           |
| 10875            | 33m 13s      | 60.25%           |
| 10900            | 33m 18s      | 60.5%            |
| 10925            | 33m 22s      | 60.5%            |
| 10950            | 33m 27s      | 60.75%           |
| 10975            | 33m 31s      | 60.75%           |
| 11000            | 33m 36s      | 61%              |
| 11025            | 33m 40s      | 61.25%           |
| 11050            | 33m 45s      | 61.25%           |
| 11075            | 33m 49s      | 61.5%            |
| 11100            | 33m 54s      | 61.5%            |
| 11125            | 33m 58s      | 61.75%           |
| 11150            | 34m 3s       | 61.75%           |
| 11175            | 34m 7s       | 62%              |
| 11200            | 34m 12s      | 62%              |
| 11225            | 34m 16s      | 62.25%           |
| 11250            | 34m 21s      | 62.5%            |
| 11275            | 34m 25s      | 62.5%            |
| 11300            | 34m 30s      | 62.75%           |
| 11325            | 34m 34s      | 62.75%           |
| 11350            | 34m 41s      | 63%              |
| 11375            | 34m 46s      | 63%              |
| 11400            | 34m 50s      | 63.25%           |
| 11425            | 34m 55s      | 63.25%           |
| 11450            | 34m 59s      | 63.5%            |
| 11475            | 35m 4s       | 63.75%           |
| 11500            | 35m 8s       | 63.75%           |
| 11525            | 35m 13s      | 64%              |
| 11550            | 35m 17s      | 64%              |
| 11575            | 35m 22s      | 64.25%           |
| 11600            | 35m 26s      | 64.25%           |
| 11625            | 35m 31s      | 64.5%            |
| 11650            | 35m 35s      | 64.5%            |
| 11675            | 35m 40s      | 64.75%           |
| 11700            | 35m 44s      | 65%              |
| 11725            | 35m 49s      | 65%              |
| 11750            | 35m 53s      | 65.25%           |
| 11775            | 35m 58s      | 65.25%           |
| 11800            | 36m 2s       | 65.5%            |
| 11825            | 36m 7s       | 65.5%            |
| 11850            | 36m 11s      | 65.75%           |
| 11875            | 36m 16s      | 65.75%           |
| 11900            | 36m 20s      | 66%              |
| 11925            | 36m 26s      | 66.25%           |
| 11950            | 36m 30s      | 66.25%           |
| 11975            | 36m 35s      | 66.5%            |
| 12000            | 36m 39s      | 66.5%            |
| 12025            | 36m 44s      | 66.75%           |
| 12050            | 36m 48s      | 66.75%           |
| 12075            | 36m 53s      | 67%              |
| 12100            | 36m 57s      | 67%              |
| 12125            | 37m 2s       | 67.25%           |
| 12150            | 37m 6s       | 67.5%            |
| 12175            | 37m 11s      | 67.5%            |
| 12200            | 37m 15s      | 67.75%           |
| 12225            | 37m 20s      | 67.75%           |
| 12250            | 37m 24s      | 68%              |
| 12275            | 37m 29s      | 68%              |
| 12300            | 37m 33s      | 68.25%           |
| 12325            | 37m 38s      | 68.25%           |
| 12350            | 37m 42s      | 68.5%            |
| 12375            | 37m 47s      | 68.75%           |
| 12400            | 37m 51s      | 68.75%           |
| 12425            | 37m 56s      | 69%              |
| 12450            | 38m 0s       | 69%              |
| 12475            | 38m 5s       | 69.25%           |
| 12500            | 38m 9s       | 69.25%           |
| 12525            | 38m 14s      | 69.5%            |
| 12550            | 38m 18s      | 69.5%            |
| 12575            | 38m 23s      | 69.75%           |
| 12600            | 38m 27s      | 70%              |
| 12625            | 38m 32s      | 70%              |
| 12650            | 38m 36s      | 70.25%           |
| 12675            | 38m 41s      | 70.25%           |
| 12700            | 38m 45s      | 70.5%            |
| 12725            | 38m 50s      | 70.5%            |
| 12750            | 38m 54s      | 70.75%           |
| 12775            | 38m 59s      | 70.75%           |
| 12800            | 39m 3s       | 71%              |
| 12825            | 39m 8s       | 71.25%           |
| 12850            | 39m 12s      | 71.25%           |
| 12875            | 39m 17s      | 71.5%            |
| 12900            | 39m 21s      | 71.5%            |
| 12925            | 39m 26s      | 71.75%           |
| 12950            | 39m 30s      | 71.75%           |
| 12975            | 39m 35s      | 72%              |
| 13000            | 39m 39s      | 72%              |
| 13025            | 39m 44s      | 72.25%           |
| 13050            | 39m 48s      | 72.5%            |
| 13075            | 39m 53s      | 72.5%            |
| 13100            | 39m 57s      | 72.75%           |
| 13125            | 40m 2s       | 72.75%           |
| 13150            | 40m 6s       | 73%              |
| 13175            | 40m 11s      | 73%              |
| 13200            | 40m 15s      | 73.25%           |
| 13225            | 40m 20s      | 73.25%           |
| 13250            | 40m 24s      | 73.5%            |
| 13275            | 40m 29s      | 73.75%           |
| 13300            | 40m 33s      | 73.75%           |
| 13325            | 40m 38s      | 74%              |
| 13350            | 40m 42s      | 74%              |
| 13375            | 40m 47s      | 74.25%           |
| 13400            | 40m 51s      | 74.25%           |
| 13425            | 40m 56s      | 74.5%            |
| 13450            | 41m 0s       | 74.5%            |
| 13475            | 41m 5s       | 74.75%           |
| 13500            | 41m 9s       | 75%              |
| 13525            | 41m 14s      | 75%              |
| 13550            | 41m 18s      | 75.25%           |
| 13575            | 41m 23s      | 75.25%           |
| 13600            | 41m 28s      | 75.5%            |
| 13625            | 41m 32s      | 75.5%            |
| 13650            | 41m 37s      | 75.75%           |
| 13675            | 41m 41s      | 75.75%           |
| 13700            | 41m 46s      | 76%              |
| 13725            | 41m 50s      | 76.25%           |
| 13750            | 41m 55s      | 76.25%           |
| 13775            | 41m 59s      | 76.5%            |
| 13800            | 42m 4s       | 76.5%            |
| 13825            | 42m 8s       | 76.75%           |
| 13850            | 42m 13s      | 76.75%           |
| 13875            | 42m 17s      | 77%              |
| 13900            | 42m 22s      | 77%              |
| 13925            | 42m 26s      | 77.25%           |
| 13950            | 42m 31s      | 77.5%            |
| 13975            | 42m 36s      | 77.5%            |
| 14000            | 42m 40s      | 77.75%           |
| 14025            | 42m 44s      | 77.75%           |
| 14050            | 42m 49s      | 78%              |
| 14075            | 42m 53s      | 78%              |
| 14100            | 42m 58s      | 78.25%           |
| 14125            | 43m 2s       | 78.25%           |
| 14150            | 43m 7s       | 78.5%            |
| 14175            | 43m 11s      | 78.75%           |
| 14200            | 43m 16s      | 78.75%           |
| 14225            | 43m 20s      | 79%              |
| 14250            | 43m 25s      | 79%              |
| 14275            | 43m 29s      | 79.25%           |
| 14300            | 43m 34s      | 79.25%           |
| 14325            | 43m 38s      | 79.5%            |
| 14350            | 43m 43s      | 79.5%            |
| 14375            | 43m 47s      | 79.75%           |
| 14400            | 43m 52s      | 80%              |
| 14425            | 43m 56s      | 80%              |
| 14450            | 44m 1s       | 80.25%           |
| 14475            | 44m 5s       | 80.25%           |
| 14500            | 44m 10s      | 80.5%            |
| 14525            | 44m 14s      | 80.5%            |
| 14550            | 44m 19s      | 80.75%           |
| 14575            | 44m 23s      | 80.75%           |
| 14600            | 44m 28s      | 81%              |
| 14625            | 44m 32s      | 81.25%           |
| 14650            | 44m 37s      | 81.25%           |
| 14675            | 44m 41s      | 81.5%            |
| 14700            | 44m 46s      | 81.5%            |
| 14725            | 44m 50s      | 81.75%           |
| 14750            | 44m 55s      | 81.75%           |
| 14775            | 44m 59s      | 82%              |
| 14800            | 45m 4s       | 82%              |
| 14825            | 45m 8s       | 82.25%           |
| 14850            | 45m 13s      | 82.5%            |
| 14875            | 45m 17s      | 82.5%            |
| 14900            | 45m 22s      | 82.75%           |
| 14925            | 45m 26s      | 82.75%           |
| 14950            | 45m 31s      | 83%              |
| 14975            | 45m 35s      | 83%              |
| 15000            | 45m 40s      | 83.25%           |
| 15025            | 45m 44s      | 83.25%           |
| 15050            | 45m 49s      | 83.5%            |
| 15075            | 45m 53s      | 83.75%           |
| 15100            | 45m 58s      | 83.75%           |
| 15125            | 46m 2s       | 84%              |
| 15150            | 46m 7s       | 84%              |
| 15175            | 46m 11s      | 84.25%           |
| 15200            | 46m 16s      | 84.25%           |
| 15225            | 46m 20s      | 84.5%            |
| 15250            | 46m 25s      | 84.5%            |
| 15275            | 46m 29s      | 84.75%           |
| 15300            | 46m 34s      | 85%              |
| 15325            | 46m 38s      | 85%              |
| 15350            | 46m 43s      | 85.25%           |
| 15375            | 46m 47s      | 85.25%           |
| 15400            | 46m 52s      | 85.5%            |
| 15425            | 46m 56s      | 85.5%            |
| 15450            | 47m 1s       | 85.75%           |
| 15475            | 47m 5s       | 85.75%           |
| 15500            | 47m 10s      | 86%              |
| 15525            | 47m 14s      | 86.25%           |
| 15550            | 47m 19s      | 86.25%           |
| 15575            | 47m 23s      | 86.5%            |
| 15600            | 47m 28s      | 86.5%            |
| 15625            | 47m 32s      | 86.75%           |
| 15650            | 47m 37s      | 86.75%           |
| 15675            | 47m 41s      | 87%              |
| 15700            | 47m 46s      | 87%              |
| 15725            | 47m 50s      | 87.25%           |
| 15750            | 47m 55s      | 87.5%            |
| 15775            | 47m 59s      | 87.5%            |
| 15800            | 48m 4s       | 87.75%           |
| 15825            | 48m 9s       | 87.75%           |
| 15850            | 48m 13s      | 88%              |
| 15875            | 48m 18s      | 88%              |
| 15900            | 48m 23s      | 88.25%           |
| 15925            | 48m 27s      | 88.25%           |
