No arguments are passed. Using default.
TRAINING IMAGE CLASSIFIER ON 16707 images in 10 CATEGORIES
Extracting image features from full data set.
Analyzing and extracting image features.
+------------------+--------------+------------------+
| Images Processed | Elapsed Time | Percent Complete |
| 3825             | 11m 46s      | 22.75%           |
| 3850             | 11m 50s      | 23%              |
| 3875             | 11m 55s      | 23%              |
| 3900             | 12m 0s       | 23.25%           |
| 3925             | 12m 4s       | 23.25%           |
| 3950             | 12m 9s       | 23.5%            |
| 3975             | 12m 13s      | 23.75%           |
| 4000             | 12m 18s      | 23.75%           |
| 4025             | 12m 23s      | 24%              |
| 4050             | 12m 27s      | 24%              |
| 4075             | 12m 32s      | 24.25%           |
| 4100             | 12m 37s      | 24.5%            |
| 4125             | 12m 41s      | 24.5%            |
| 4150             | 12m 46s      | 24.75%           |
| 4175             | 12m 50s      | 24.75%           |
| 4200             | 12m 55s      | 25%              |
| 4225             | 13m 0s       | 25.25%           |
| 4250             | 13m 4s       | 25.25%           |
| 4275             | 13m 9s       | 25.5%            |
| 4300             | 13m 13s      | 25.5%            |
| 4325             | 13m 18s      | 25.75%           |
| 4350             | 13m 23s      | 26%              |
| 4375             | 13m 27s      | 26%              |
| 4400             | 13m 32s      | 26.25%           |
| 4425             | 13m 36s      | 26.25%           |
| 4450             | 13m 41s      | 26.5%            |
| 4475             | 13m 46s      | 26.75%           |
| 4500             | 13m 50s      | 26.75%           |
| 4525             | 13m 55s      | 27%              |
| 4550             | 13m 59s      | 27%              |
| 4575             | 14m 4s       | 27.25%           |
| 4600             | 14m 8s       | 27.5%            |
| 4625             | 14m 13s      | 27.5%            |
| 4650             | 14m 17s      | 27.75%           |
| 4675             | 14m 22s      | 27.75%           |
| 4700             | 14m 26s      | 28%              |
| 4725             | 14m 31s      | 28.25%           |
| 4750             | 14m 36s      | 28.25%           |
| 4775             | 14m 40s      | 28.5%            |
| 4800             | 14m 45s      | 28.5%            |
| 4825             | 14m 49s      | 28.75%           |
| 4850             | 14m 54s      | 29%              |
| 4875             | 14m 59s      | 29%              |
| 4900             | 15m 3s       | 29.25%           |
| 4925             | 15m 8s       | 29.25%           |
| 4950             | 15m 12s      | 29.5%            |
| 4975             | 15m 17s      | 29.75%           |
| 5000             | 15m 22s      | 29.75%           |
| 5025             | 15m 26s      | 30%              |
| 5050             | 15m 31s      | 30%              |
| 5075             | 15m 36s      | 30.25%           |
| 5100             | 15m 40s      | 30.5%            |
| 5125             | 15m 45s      | 30.5%            |
| 5150             | 15m 49s      | 30.75%           |
| 5175             | 15m 54s      | 30.75%           |
| 5200             | 15m 59s      | 31%              |
| 5225             | 16m 3s       | 31.25%           |
| 5250             | 16m 8s       | 31.25%           |
| 5275             | 16m 12s      | 31.5%            |
| 5300             | 16m 17s      | 31.5%            |
| 5325             | 16m 22s      | 31.75%           |
| 5350             | 16m 26s      | 32%              |
| 5375             | 16m 31s      | 32%              |
| 5400             | 16m 35s      | 32.25%           |
| 5425             | 16m 40s      | 32.25%           |
| 5450             | 16m 45s      | 32.5%            |
| 5475             | 16m 49s      | 32.75%           |
| 5500             | 16m 54s      | 32.75%           |
| 5525             | 16m 58s      | 33%              |
| 5550             | 17m 3s       | 33%              |
| 5575             | 17m 8s       | 33.25%           |
| 5600             | 17m 12s      | 33.5%            |
| 5625             | 17m 17s      | 33.5%            |
| 5650             | 17m 22s      | 33.75%           |
| 5675             | 17m 26s      | 33.75%           |
| 5700             | 17m 31s      | 34%              |
| 5725             | 17m 35s      | 34.25%           |
| 5750             | 17m 40s      | 34.25%           |
| 5775             | 17m 45s      | 34.5%            |
| 5800             | 17m 49s      | 34.5%            |
| 5825             | 17m 54s      | 34.75%           |
| 5850             | 17m 59s      | 35%              |
| 5875             | 18m 3s       | 35%              |
| 5900             | 18m 8s       | 35.25%           |
| 5925             | 18m 12s      | 35.25%           |
| 5950             | 18m 17s      | 35.5%            |
| 5975             | 18m 22s      | 35.75%           |
| 6000             | 18m 26s      | 35.75%           |
| 6025             | 18m 31s      | 36%              |
| 6050             | 18m 35s      | 36%              |
| 6075             | 18m 40s      | 36.25%           |
| 6100             | 18m 45s      | 36.5%            |
| 6125             | 18m 49s      | 36.5%            |
| 6150             | 18m 54s      | 36.75%           |
| 6175             | 18m 58s      | 36.75%           |
| 6200             | 19m 3s       | 37%              |
| 6225             | 19m 8s       | 37.25%           |
| 6250             | 19m 12s      | 37.25%           |
| 6275             | 19m 17s      | 37.5%            |
| 6300             | 19m 21s      | 37.5%            |
| 6325             | 19m 26s      | 37.75%           |
| 6350             | 19m 31s      | 38%              |
| 6375             | 19m 35s      | 38%              |
| 6400             | 19m 40s      | 38.25%           |
| 6425             | 19m 44s      | 38.25%           |
| 6450             | 19m 49s      | 38.5%            |
| 6475             | 19m 54s      | 38.75%           |
| 6500             | 19m 58s      | 38.75%           |
| 6525             | 20m 3s       | 39%              |
| 6550             | 20m 7s       | 39%              |
| 6575             | 20m 12s      | 39.25%           |
| 6600             | 20m 17s      | 39.5%            |
| 6625             | 20m 21s      | 39.5%            |
| 6650             | 20m 26s      | 39.75%           |
| 6675             | 20m 31s      | 39.75%           |
| 6700             | 20m 35s      | 40%              |
| 6725             | 20m 40s      | 40.25%           |
| 6750             | 20m 44s      | 40.25%           |
| 6775             | 20m 49s      | 40.5%            |
| 6800             | 20m 54s      | 40.5%            |
| 6825             | 20m 58s      | 40.75%           |
| 6850             | 21m 3s       | 41%              |
| 6875             | 21m 7s       | 41%              |
| 6900             | 21m 12s      | 41.25%           |
| 6925             | 21m 17s      | 41.25%           |
| 6950             | 21m 21s      | 41.5%            |
| 6975             | 21m 26s      | 41.5%            |
| 7000             | 21m 30s      | 41.75%           |
| 7025             | 21m 35s      | 42%              |
| 7050             | 21m 40s      | 42%              |
| 7075             | 21m 44s      | 42.25%           |
| 7100             | 21m 49s      | 42.25%           |
| 7125             | 21m 53s      | 42.5%            |
| 7150             | 21m 58s      | 42.75%           |
| 7175             | 22m 3s       | 42.75%           |
| 7200             | 22m 7s       | 43%              |
| 7225             | 22m 12s      | 43%              |
| 7250             | 22m 16s      | 43.25%           |
| 7275             | 22m 21s      | 43.5%            |
| 7300             | 22m 26s      | 43.5%            |
| 7325             | 22m 30s      | 43.75%           |
| 7350             | 22m 35s      | 43.75%           |
| 7375             | 22m 39s      | 44%              |
| 7400             | 22m 44s      | 44.25%           |
| 7425             | 22m 49s      | 44.25%           |
| 7450             | 22m 53s      | 44.5%            |
| 7475             | 22m 58s      | 44.5%            |
| 7500             | 23m 3s       | 44.75%           |
| 7525             | 23m 7s       | 45%              |
| 7550             | 23m 12s      | 45%              |
| 7575             | 23m 16s      | 45.25%           |
| 7600             | 23m 21s      | 45.25%           |
| 7625             | 23m 26s      | 45.5%            |
| 7650             | 23m 30s      | 45.75%           |
| 7675             | 23m 35s      | 45.75%           |
| 7700             | 23m 39s      | 46%              |
| 7725             | 23m 44s      | 46%              |
| 7750             | 23m 49s      | 46.25%           |
| 7775             | 23m 53s      | 46.5%            |
| 7800             | 23m 58s      | 46.5%            |
| 7825             | 24m 2s       | 46.75%           |
| 7850             | 24m 7s       | 46.75%           |
| 7875             | 24m 12s      | 47%              |
| 7900             | 24m 16s      | 47.25%           |
| 7925             | 24m 21s      | 47.25%           |
| 7950             | 24m 25s      | 47.5%            |
| 7975             | 24m 30s      | 47.5%            |
| 8000             | 24m 35s      | 47.75%           |
| 8025             | 24m 39s      | 48%              |
| 8050             | 24m 44s      | 48%              |
| 8075             | 24m 48s      | 48.25%           |
| 8100             | 24m 52s      | 48.25%           |
| 8125             | 24m 57s      | 48.5%            |
| 8150             | 25m 1s       | 48.75%           |
| 8175             | 25m 6s       | 48.75%           |
| 8200             | 25m 10s      | 49%              |
| 8225             | 25m 14s      | 49%              |
| 8250             | 25m 19s      | 49.25%           |
| 8275             | 25m 23s      | 49.5%            |
| 8300             | 25m 28s      | 49.5%            |
| 8325             | 25m 32s      | 49.75%           |
| 8350             | 25m 36s      | 49.75%           |
| 8375             | 25m 41s      | 50%              |
| 8400             | 25m 45s      | 50.25%           |
| 8425             | 25m 50s      | 50.25%           |
| 8450             | 25m 54s      | 50.5%            |
| 8475             | 25m 58s      | 50.5%            |
| 8500             | 26m 3s       | 50.75%           |
| 8525             | 26m 7s       | 51%              |
| 8550             | 26m 12s      | 51%              |
| 8575             | 26m 16s      | 51.25%           |
| 8600             | 26m 20s      | 51.25%           |
| 8625             | 26m 25s      | 51.5%            |
| 8650             | 26m 29s      | 51.75%           |
| 8675             | 26m 34s      | 51.75%           |
| 8700             | 26m 38s      | 52%              |
| 8725             | 26m 43s      | 52%              |
| 8750             | 26m 47s      | 52.25%           |
| 8775             | 26m 51s      | 52.5%            |
| 8800             | 26m 56s      | 52.5%            |
| 8825             | 27m 0s       | 52.75%           |
| 8850             | 27m 5s       | 52.75%           |
| 8875             | 27m 9s       | 53%              |
| 8900             | 27m 13s      | 53.25%           |
| 8925             | 27m 18s      | 53.25%           |
| 8950             | 27m 22s      | 53.5%            |
| 8975             | 27m 27s      | 53.5%            |
| 9000             | 27m 31s      | 53.75%           |
| 9025             | 27m 35s      | 54%              |
| 9050             | 27m 40s      | 54%              |
| 9075             | 27m 44s      | 54.25%           |
| 9100             | 27m 49s      | 54.25%           |
| 9125             | 27m 53s      | 54.5%            |
| 9150             | 27m 57s      | 54.75%           |
| 9175             | 28m 2s       | 54.75%           |
| 9200             | 28m 6s       | 55%              |
| 9225             | 28m 11s      | 55%              |
| 9250             | 28m 16s      | 55.25%           |
| 9275             | 28m 20s      | 55.5%            |
| 9300             | 28m 25s      | 55.5%            |
| 9325             | 28m 29s      | 55.75%           |
| 9350             | 28m 33s      | 55.75%           |
| 9375             | 28m 38s      | 56%              |
| 9400             | 28m 42s      | 56.25%           |
| 9425             | 28m 47s      | 56.25%           |
| 9450             | 28m 51s      | 56.5%            |
| 9475             | 28m 55s      | 56.5%            |
| 9500             | 29m 0s       | 56.75%           |
| 9525             | 29m 4s       | 57%              |
| 9550             | 29m 9s       | 57%              |
| 9575             | 29m 13s      | 57.25%           |
| 9600             | 29m 18s      | 57.25%           |
| 9625             | 29m 22s      | 57.5%            |
| 9650             | 29m 26s      | 57.75%           |
| 9675             | 29m 31s      | 57.75%           |
| 9700             | 29m 35s      | 58%              |
| 9725             | 29m 40s      | 58%              |
| 9750             | 29m 44s      | 58.25%           |
| 9775             | 29m 49s      | 58.5%            |
| 9800             | 29m 53s      | 58.5%            |
| 9825             | 29m 57s      | 58.75%           |
| 9850             | 30m 2s       | 58.75%           |
| 9875             | 30m 6s       | 59%              |
| 9900             | 30m 11s      | 59.25%           |
| 9925             | 30m 15s      | 59.25%           |
| 9950             | 30m 20s      | 59.5%            |
| 9975             | 30m 24s      | 59.5%            |
| 10000            | 30m 28s      | 59.75%           |
| 10025            | 30m 33s      | 60%              |
| 10050            | 30m 37s      | 60%              |
| 10075            | 30m 42s      | 60.25%           |
| 10100            | 30m 46s      | 60.25%           |
| 10125            | 30m 50s      | 60.5%            |
| 10150            | 30m 55s      | 60.75%           |
| 10175            | 30m 59s      | 60.75%           |
| 10200            | 31m 4s       | 61%              |
| 10225            | 31m 8s       | 61%              |
| 10250            | 31m 13s      | 61.25%           |
| 10275            | 31m 17s      | 61.5%            |
| 10300            | 31m 21s      | 61.5%            |
| 10325            | 31m 26s      | 61.75%           |
| 10350            | 31m 30s      | 61.75%           |
| 10375            | 31m 35s      | 62%              |
| 10400            | 31m 39s      | 62%              |
| 10425            | 31m 44s      | 62.25%           |
| 10450            | 31m 48s      | 62.5%            |
| 10475            | 31m 53s      | 62.5%            |
| 10500            | 31m 57s      | 62.75%           |
| 10525            | 32m 1s       | 62.75%           |
| 10550            | 32m 6s       | 63%              |
| 10575            | 32m 10s      | 63.25%           |
| 10600            | 32m 15s      | 63.25%           |
| 10625            | 32m 19s      | 63.5%            |
| 10650            | 32m 24s      | 63.5%            |
| 10675            | 32m 28s      | 63.75%           |
| 10700            | 32m 33s      | 64%              |
| 10725            | 32m 37s      | 64%              |
| 10750            | 32m 41s      | 64.25%           |
| 10775            | 32m 46s      | 64.25%           |
| 10800            | 32m 50s      | 64.5%            |
| 10825            | 32m 55s      | 64.75%           |
| 10850            | 32m 59s      | 64.75%           |
| 10875            | 33m 3s       | 65%              |
| 10900            | 33m 8s       | 65%              |
| 10925            | 33m 12s      | 65.25%           |
| 10950            | 33m 17s      | 65.5%            |
| 10975            | 33m 21s      | 65.5%            |
| 11000            | 33m 26s      | 65.75%           |
| 11025            | 33m 30s      | 65.75%           |
| 11050            | 33m 34s      | 66%              |
| 11075            | 33m 39s      | 66.25%           |
| 11100            | 33m 43s      | 66.25%           |
| 11125            | 33m 48s      | 66.5%            |
| 11150            | 33m 52s      | 66.5%            |
| 11175            | 33m 57s      | 66.75%           |
| 11200            | 34m 1s       | 67%              |
| 11225            | 34m 5s       | 67%              |
| 11250            | 34m 10s      | 67.25%           |
| 11275            | 34m 15s      | 67.25%           |
| 11300            | 34m 19s      | 67.5%            |
| 11325            | 34m 24s      | 67.75%           |
| 11350            | 34m 28s      | 67.75%           |
| 11375            | 34m 32s      | 68%              |
| 11400            | 34m 37s      | 68%              |
| 11425            | 34m 42s      | 68.25%           |
| 11450            | 34m 46s      | 68.5%            |
| 11475            | 34m 51s      | 68.5%            |
| 11500            | 34m 55s      | 68.75%           |
| 11525            | 34m 59s      | 68.75%           |
| 11550            | 35m 4s       | 69%              |
| 11575            | 35m 8s       | 69.25%           |
| 11600            | 35m 13s      | 69.25%           |
| 11625            | 35m 17s      | 69.5%            |
| 11650            | 35m 22s      | 69.5%            |
| 11675            | 35m 26s      | 69.75%           |
| 11700            | 35m 31s      | 70%              |
| 11725            | 35m 35s      | 70%              |
| 11750            | 35m 40s      | 70.25%           |
| 11775            | 35m 44s      | 70.25%           |
| 11800            | 35m 49s      | 70.5%            |
| 11825            | 35m 53s      | 70.75%           |
| 11850            | 35m 58s      | 70.75%           |
| 11875            | 36m 2s       | 71%              |
| 11900            | 36m 7s       | 71%              |
| 11925            | 36m 11s      | 71.25%           |
| 11950            | 36m 16s      | 71.5%            |
| 11975            | 36m 20s      | 71.5%            |
| 12000            | 36m 24s      | 71.75%           |
| 12025            | 36m 29s      | 71.75%           |
| 12050            | 36m 33s      | 72%              |
| 12075            | 36m 38s      | 72.25%           |
| 12100            | 36m 42s      | 72.25%           |
| 12125            | 36m 46s      | 72.5%            |
| 12150            | 36m 51s      | 72.5%            |
| 12175            | 36m 55s      | 72.75%           |
| 12200            | 37m 0s       | 73%              |
| 12225            | 37m 4s       | 73%              |
| 12250            | 37m 8s       | 73.25%           |
| 12275            | 37m 13s      | 73.25%           |
| 12300            | 37m 17s      | 73.5%            |
| 12325            | 37m 22s      | 73.75%           |
| 12350            | 37m 26s      | 73.75%           |
| 12375            | 37m 30s      | 74%              |
| 12400            | 37m 35s      | 74%              |
| 12425            | 37m 39s      | 74.25%           |
| 12450            | 37m 44s      | 74.5%            |
| 12475            | 37m 49s      | 74.5%            |
| 12500            | 37m 53s      | 74.75%           |
| 12525            | 37m 58s      | 74.75%           |
| 12550            | 38m 2s       | 75%              |
| 12575            | 38m 7s       | 75.25%           |
| 12600            | 38m 11s      | 75.25%           |
| 12625            | 38m 16s      | 75.5%            |
| 12650            | 38m 20s      | 75.5%            |
| 12675            | 38m 24s      | 75.75%           |
| 12700            | 38m 29s      | 76%              |
| 12725            | 38m 33s      | 76%              |
| 12750            | 38m 38s      | 76.25%           |
| 12775            | 38m 42s      | 76.25%           |
| 12800            | 38m 47s      | 76.5%            |
| 12825            | 38m 51s      | 76.75%           |
| 12850            | 38m 55s      | 76.75%           |
| 12875            | 39m 0s       | 77%              |
| 12900            | 39m 4s       | 77%              |
| 12925            | 39m 9s       | 77.25%           |
| 12950            | 39m 13s      | 77.5%            |
| 12975            | 39m 17s      | 77.5%            |
| 13000            | 39m 22s      | 77.75%           |
| 13025            | 39m 26s      | 77.75%           |
| 13050            | 39m 31s      | 78%              |
| 13075            | 39m 35s      | 78.25%           |
| 13100            | 39m 40s      | 78.25%           |
| 13125            | 39m 44s      | 78.5%            |
| 13150            | 39m 48s      | 78.5%            |
| 13175            | 39m 53s      | 78.75%           |
| 13200            | 39m 57s      | 79%              |
| 13225            | 40m 2s       | 79%              |
| 13250            | 40m 6s       | 79.25%           |
| 13275            | 40m 10s      | 79.25%           |
| 13300            | 40m 15s      | 79.5%            |
| 13325            | 40m 19s      | 79.75%           |
| 13350            | 40m 24s      | 79.75%           |
| 13375            | 40m 28s      | 80%              |
| 13400            | 40m 32s      | 80%              |
| 13425            | 40m 37s      | 80.25%           |
| 13450            | 40m 41s      | 80.5%            |
| 13475            | 40m 46s      | 80.5%            |
| 13500            | 40m 50s      | 80.75%           |
| 13525            | 40m 54s      | 80.75%           |
| 13550            | 40m 59s      | 81%              |
| 13575            | 41m 3s       | 81.25%           |
| 13600            | 41m 8s       | 81.25%           |
| 13625            | 41m 12s      | 81.5%            |
| 13650            | 41m 16s      | 81.5%            |
| 13675            | 41m 21s      | 81.75%           |
| 13700            | 41m 25s      | 82%              |
| 13725            | 41m 30s      | 82%              |
| 13750            | 41m 34s      | 82.25%           |
| 13775            | 41m 38s      | 82.25%           |
| 13800            | 41m 43s      | 82.5%            |
| 13825            | 41m 47s      | 82.5%            |
| 13850            | 41m 52s      | 82.75%           |
| 13875            | 41m 56s      | 83%              |
| 13900            | 42m 0s       | 83%              |
| 13925            | 42m 5s       | 83.25%           |
| 13950            | 42m 9s       | 83.25%           |
| 13975            | 42m 14s      | 83.5%            |
| 14000            | 42m 18s      | 83.75%           |
| 14025            | 42m 23s      | 83.75%           |
| 14050            | 42m 27s      | 84%              |
| 14075            | 42m 31s      | 84%              |
| 14100            | 42m 36s      | 84.25%           |
| 14125            | 42m 40s      | 84.5%            |
| 14150            | 42m 45s      | 84.5%            |
| 14175            | 42m 49s      | 84.75%           |
| 14200            | 42m 54s      | 84.75%           |
| 14225            | 42m 58s      | 85%              |
| 14250            | 43m 2s       | 85.25%           |
| 14275            | 43m 7s       | 85.25%           |
| 14300            | 43m 11s      | 85.5%            |
| 14325            | 43m 16s      | 85.5%            |
| 14350            | 43m 20s      | 85.75%           |
| 14375            | 43m 24s      | 86%              |
| 14400            | 43m 29s      | 86%              |
| 14425            | 43m 33s      | 86.25%           |
| 14450            | 43m 38s      | 86.25%           |
| 14475            | 43m 42s      | 86.5%            |
| 14500            | 43m 46s      | 86.75%           |
| 14525            | 43m 51s      | 86.75%           |
| 14550            | 43m 55s      | 87%              |
| 14575            | 44m 0s       | 87%              |
| 14600            | 44m 4s       | 87.25%           |
| 14625            | 44m 9s       | 87.5%            |
| 14650            | 44m 13s      | 87.5%            |
| 14675            | 44m 17s      | 87.75%           |
| 14700            | 44m 22s      | 87.75%           |
| 14725            | 44m 26s      | 88%              |
| 14750            | 44m 31s      | 88.25%           |
| 14775            | 44m 35s      | 88.25%           |
| 14800            | 44m 39s      | 88.5%            |
| 14825            | 44m 44s      | 88.5%            |
| 14850            | 44m 48s      | 88.75%           |
| 14875            | 44m 52s      | 89%              |
| 14900            | 44m 57s      | 89%              |
| 14925            | 45m 1s       | 89.25%           |
| 14950            | 45m 6s       | 89.25%           |
| 14975            | 45m 10s      | 89.5%            |
| 15000            | 45m 14s      | 89.75%           |
| 15025            | 45m 19s      | 89.75%           |
| 15050            | 45m 23s      | 90%              |
| 15075            | 45m 28s      | 90%              |
| 15100            | 45m 32s      | 90.25%           |
| 15125            | 45m 36s      | 90.5%            |
| 15150            | 45m 41s      | 90.5%            |
| 15175            | 45m 45s      | 90.75%           |
| 15200            | 45m 50s      | 90.75%           |
| 15225            | 45m 54s      | 91%              |
| 15250            | 45m 58s      | 91.25%           |
| 15275            | 46m 3s       | 91.25%           |
| 15300            | 46m 7s       | 91.5%            |
| 15325            | 46m 12s      | 91.5%            |
| 15350            | 46m 16s      | 91.75%           |
| 15375            | 46m 20s      | 92%              |
| 15400            | 46m 25s      | 92%              |
| 15425            | 46m 29s      | 92.25%           |
| 15450            | 46m 33s      | 92.25%           |
| 15475            | 46m 38s      | 92.5%            |
| 15500            | 46m 42s      | 92.75%           |
| 15525            | 46m 47s      | 92.75%           |
| 15550            | 46m 51s      | 93%              |
| 15575            | 46m 55s      | 93%              |
| 15600            | 47m 0s       | 93.25%           |
| 15625            | 47m 4s       | 93.5%            |
| 15650            | 47m 9s       | 93.5%            |
| 15675            | 47m 13s      | 93.75%           |
| 15700            | 47m 17s      | 93.75%           |
| 15725            | 47m 22s      | 94%              |
| 15750            | 47m 26s      | 94.25%           |
| 15775            | 47m 31s      | 94.25%           |
| 15800            | 47m 35s      | 94.5%            |
