No arguments are passed. Using default.
TRAINING IMAGE CLASSIFIER ON 17995 images in 10 CATEGORIES
Extracting image features from full data set.
Analyzing and extracting image features.
+------------------+--------------+------------------+
| Images Processed | Elapsed Time | Percent Complete |
| 2500             | 7m 46s       | 13.75%           |
| 2525             | 7m 50s       | 14%              |
| 2550             | 7m 55s       | 14%              |
| 2575             | 8m 0s        | 14.25%           |
| 2600             | 8m 4s        | 14.25%           |
| 2625             | 8m 9s        | 14.5%            |
| 2650             | 8m 13s       | 14.5%            |
| 2675             | 8m 18s       | 14.75%           |
| 2700             | 8m 23s       | 15%              |
| 2725             | 8m 27s       | 15%              |
| 2750             | 8m 32s       | 15.25%           |
| 2775             | 8m 36s       | 15.25%           |
| 2800             | 8m 41s       | 15.5%            |
| 2825             | 8m 46s       | 15.5%            |
| 2850             | 8m 50s       | 15.75%           |
| 2875             | 8m 55s       | 15.75%           |
| 2900             | 8m 59s       | 16%              |
| 2925             | 9m 4s        | 16.25%           |
| 2950             | 9m 9s        | 16.25%           |
| 2975             | 9m 13s       | 16.5%            |
| 3000             | 9m 18s       | 16.5%            |
| 3025             | 9m 22s       | 16.75%           |
| 3050             | 9m 27s       | 16.75%           |
| 3075             | 9m 32s       | 17%              |
| 3100             | 9m 36s       | 17%              |
| 3125             | 9m 41s       | 17.25%           |
| 3150             | 9m 45s       | 17.5%            |
| 3175             | 9m 50s       | 17.5%            |
| 3200             | 9m 55s       | 17.75%           |
| 3225             | 9m 59s       | 17.75%           |
| 3250             | 10m 4s       | 18%              |
| 3275             | 10m 8s       | 18%              |
| 3300             | 10m 13s      | 18.25%           |
| 3325             | 10m 18s      | 18.25%           |
| 3350             | 10m 22s      | 18.5%            |
| 3375             | 10m 27s      | 18.75%           |
| 3400             | 10m 31s      | 18.75%           |
| 3425             | 10m 36s      | 19%              |
| 3450             | 10m 41s      | 19%              |
| 3475             | 10m 45s      | 19.25%           |
| 3500             | 10m 50s      | 19.25%           |
| 3525             | 10m 54s      | 19.5%            |
| 3550             | 10m 59s      | 19.5%            |
| 3575             | 11m 4s       | 19.75%           |
| 3600             | 11m 8s       | 20%              |
| 3625             | 11m 13s      | 20%              |
| 3650             | 11m 17s      | 20.25%           |
| 3675             | 11m 22s      | 20.25%           |
| 3700             | 11m 27s      | 20.5%            |
| 3725             | 11m 31s      | 20.5%            |
| 3750             | 11m 36s      | 20.75%           |
| 3775             | 11m 40s      | 20.75%           |
| 3800             | 11m 45s      | 21%              |
| 3825             | 11m 50s      | 21.25%           |
| 3850             | 11m 54s      | 21.25%           |
| 3875             | 11m 59s      | 21.5%            |
| 3900             | 12m 3s       | 21.5%            |
| 3925             | 12m 8s       | 21.75%           |
| 3950             | 12m 13s      | 21.75%           |
| 3975             | 12m 17s      | 22%              |
| 4000             | 12m 22s      | 22%              |
| 4025             | 12m 26s      | 22.25%           |
| 4050             | 12m 31s      | 22.5%            |
| 4075             | 12m 36s      | 22.5%            |
| 4100             | 12m 40s      | 22.75%           |
| 4125             | 12m 45s      | 22.75%           |
| 4150             | 12m 49s      | 23%              |
| 4175             | 12m 54s      | 23%              |
| 4200             | 12m 59s      | 23.25%           |
| 4225             | 13m 3s       | 23.25%           |
| 4250             | 13m 8s       | 23.5%            |
| 4275             | 13m 13s      | 23.75%           |
| 4300             | 13m 17s      | 23.75%           |
| 4325             | 13m 22s      | 24%              |
| 4350             | 13m 26s      | 24%              |
| 4375             | 13m 31s      | 24.25%           |
| 4400             | 13m 36s      | 24.25%           |
| 4425             | 13m 40s      | 24.5%            |
| 4450             | 13m 45s      | 24.5%            |
| 4475             | 13m 49s      | 24.75%           |
| 4500             | 13m 54s      | 25%              |
| 4525             | 13m 59s      | 25%              |
| 4550             | 14m 3s       | 25.25%           |
| 4575             | 14m 8s       | 25.25%           |
| 4600             | 14m 13s      | 25.5%            |
| 4625             | 14m 17s      | 25.5%            |
| 4650             | 14m 22s      | 25.75%           |
| 4675             | 14m 26s      | 25.75%           |
| 4700             | 14m 31s      | 26%              |
| 4725             | 14m 36s      | 26.25%           |
| 4750             | 14m 40s      | 26.25%           |
| 4775             | 14m 45s      | 26.5%            |
| 4800             | 14m 49s      | 26.5%            |
| 4825             | 14m 54s      | 26.75%           |
| 4850             | 14m 59s      | 26.75%           |
| 4875             | 15m 3s       | 27%              |
| 4900             | 15m 8s       | 27%              |
| 4925             | 15m 12s      | 27.25%           |
| 4950             | 15m 17s      | 27.5%            |
| 4975             | 15m 22s      | 27.5%            |
| 5000             | 15m 26s      | 27.75%           |
| 5025             | 15m 31s      | 27.75%           |
| 5050             | 15m 35s      | 28%              |
| 5075             | 15m 40s      | 28%              |
| 5100             | 15m 45s      | 28.25%           |
| 5125             | 15m 49s      | 28.25%           |
| 5150             | 15m 54s      | 28.5%            |
| 5175             | 15m 59s      | 28.75%           |
| 5200             | 16m 3s       | 28.75%           |
| 5225             | 16m 8s       | 29%              |
| 5250             | 16m 12s      | 29%              |
| 5275             | 16m 17s      | 29.25%           |
| 5300             | 16m 22s      | 29.25%           |
| 5325             | 16m 26s      | 29.5%            |
| 5350             | 16m 31s      | 29.5%            |
| 5375             | 16m 35s      | 29.75%           |
| 5400             | 16m 40s      | 30%              |
| 5425             | 16m 45s      | 30%              |
| 5450             | 16m 49s      | 30.25%           |
| 5475             | 16m 54s      | 30.25%           |
| 5500             | 16m 58s      | 30.5%            |
| 5525             | 17m 3s       | 30.5%            |
| 5550             | 17m 8s       | 30.75%           |
| 5575             | 17m 12s      | 30.75%           |
| 5600             | 17m 17s      | 31%              |
| 5625             | 17m 21s      | 31.25%           |
| 5650             | 17m 26s      | 31.25%           |
| 5675             | 17m 31s      | 31.5%            |
| 5700             | 17m 35s      | 31.5%            |
| 5725             | 17m 40s      | 31.75%           |
| 5750             | 17m 44s      | 31.75%           |
| 5775             | 17m 49s      | 32%              |
| 5800             | 17m 54s      | 32%              |
| 5825             | 17m 58s      | 32.25%           |
| 5850             | 18m 3s       | 32.5%            |
| 5875             | 18m 7s       | 32.5%            |
| 5900             | 18m 12s      | 32.75%           |
| 5925             | 18m 17s      | 32.75%           |
| 5950             | 18m 21s      | 33%              |
| 5975             | 18m 26s      | 33%              |
| 6000             | 18m 30s      | 33.25%           |
| 6025             | 18m 35s      | 33.25%           |
| 6050             | 18m 40s      | 33.5%            |
| 6075             | 18m 44s      | 33.75%           |
| 6100             | 18m 49s      | 33.75%           |
| 6125             | 18m 53s      | 34%              |
| 6150             | 18m 58s      | 34%              |
| 6175             | 19m 3s       | 34.25%           |
| 6200             | 19m 7s       | 34.25%           |
| 6225             | 19m 12s      | 34.5%            |
| 6250             | 19m 16s      | 34.5%            |
| 6275             | 19m 21s      | 34.75%           |
| 6300             | 19m 26s      | 35%              |
| 6325             | 19m 30s      | 35%              |
| 6350             | 19m 35s      | 35.25%           |
| 6375             | 19m 40s      | 35.25%           |
| 6400             | 19m 44s      | 35.5%            |
| 6425             | 19m 49s      | 35.5%            |
| 6450             | 19m 53s      | 35.75%           |
| 6475             | 19m 58s      | 35.75%           |
| 6500             | 20m 3s       | 36%              |
| 6525             | 20m 7s       | 36.25%           |
| 6550             | 20m 12s      | 36.25%           |
| 6575             | 20m 16s      | 36.5%            |
| 6600             | 20m 21s      | 36.5%            |
| 6625             | 20m 26s      | 36.75%           |
| 6650             | 20m 30s      | 36.75%           |
| 6675             | 20m 35s      | 37%              |
| 6700             | 20m 39s      | 37%              |
| 6725             | 20m 44s      | 37.25%           |
| 6750             | 20m 49s      | 37.5%            |
| 6775             | 20m 53s      | 37.5%            |
| 6800             | 20m 58s      | 37.75%           |
| 6825             | 21m 2s       | 37.75%           |
| 6850             | 21m 7s       | 38%              |
| 6875             | 21m 12s      | 38%              |
| 6900             | 21m 16s      | 38.25%           |
| 6925             | 21m 21s      | 38.25%           |
| 6950             | 21m 26s      | 38.5%            |
| 6975             | 21m 30s      | 38.75%           |
| 7000             | 21m 35s      | 38.75%           |
| 7025             | 21m 39s      | 39%              |
| 7050             | 21m 44s      | 39%              |
| 7075             | 21m 49s      | 39.25%           |
| 7100             | 21m 53s      | 39.25%           |
| 7125             | 21m 58s      | 39.5%            |
| 7150             | 22m 2s       | 39.5%            |
| 7175             | 22m 7s       | 39.75%           |
| 7200             | 22m 12s      | 40%              |
| 7225             | 22m 16s      | 40%              |
| 7250             | 22m 21s      | 40.25%           |
| 7275             | 22m 26s      | 40.25%           |
| 7300             | 22m 30s      | 40.5%            |
| 7325             | 22m 35s      | 40.5%            |
| 7350             | 22m 39s      | 40.75%           |
| 7375             | 22m 44s      | 40.75%           |
| 7400             | 22m 49s      | 41%              |
| 7425             | 22m 53s      | 41.25%           |
| 7450             | 22m 58s      | 41.25%           |
| 7475             | 23m 2s       | 41.5%            |
| 7500             | 23m 7s       | 41.5%            |
| 7525             | 23m 12s      | 41.75%           |
| 7550             | 23m 16s      | 41.75%           |
| 7575             | 23m 21s      | 42%              |
| 7600             | 23m 25s      | 42%              |
| 7625             | 23m 30s      | 42.25%           |
| 7650             | 23m 35s      | 42.5%            |
| 7675             | 23m 39s      | 42.5%            |
| 7700             | 23m 44s      | 42.75%           |
| 7725             | 23m 49s      | 42.75%           |
| 7750             | 23m 53s      | 43%              |
| 7775             | 23m 58s      | 43%              |
| 7800             | 24m 2s       | 43.25%           |
| 7825             | 24m 7s       | 43.25%           |
| 7850             | 24m 12s      | 43.5%            |
| 7875             | 24m 16s      | 43.75%           |
| 7900             | 24m 21s      | 43.75%           |
| 7925             | 24m 25s      | 44%              |
| 7950             | 24m 30s      | 44%              |
| 7975             | 24m 35s      | 44.25%           |
| 8000             | 24m 39s      | 44.25%           |
| 8025             | 24m 44s      | 44.5%            |
| 8050             | 24m 48s      | 44.5%            |
| 8075             | 24m 53s      | 44.75%           |
| 8100             | 24m 58s      | 45%              |
| 8125             | 25m 2s       | 45%              |
| 8150             | 25m 7s       | 45.25%           |
| 8175             | 25m 11s      | 45.25%           |
| 8200             | 25m 16s      | 45.5%            |
| 8225             | 25m 21s      | 45.5%            |
| 8250             | 25m 25s      | 45.75%           |
| 8275             | 25m 30s      | 45.75%           |
| 8300             | 25m 34s      | 46%              |
| 8325             | 25m 39s      | 46.25%           |
| 8350             | 25m 44s      | 46.25%           |
| 8375             | 25m 48s      | 46.5%            |
| 8400             | 25m 53s      | 46.5%            |
| 8425             | 25m 57s      | 46.75%           |
| 8450             | 26m 2s       | 46.75%           |
| 8475             | 26m 7s       | 47%              |
| 8500             | 26m 11s      | 47%              |
| 8525             | 26m 16s      | 47.25%           |
| 8550             | 26m 20s      | 47.5%            |
| 8575             | 26m 25s      | 47.5%            |
| 8600             | 26m 30s      | 47.75%           |
| 8625             | 26m 34s      | 47.75%           |
| 8650             | 26m 39s      | 48%              |
| 8675             | 26m 43s      | 48%              |
| 8700             | 26m 48s      | 48.25%           |
| 8725             | 26m 53s      | 48.25%           |
| 8750             | 26m 57s      | 48.5%            |
| 8775             | 27m 2s       | 48.75%           |
| 8800             | 27m 6s       | 48.75%           |
| 8825             | 27m 11s      | 49%              |
| 8850             | 27m 16s      | 49%              |
| 8875             | 27m 20s      | 49.25%           |
| 8900             | 27m 25s      | 49.25%           |
| 8925             | 27m 29s      | 49.5%            |
| 8950             | 27m 34s      | 49.5%            |
| 8975             | 27m 39s      | 49.75%           |
| 9000             | 27m 43s      | 50%              |
| 9025             | 27m 48s      | 50%              |
| 9050             | 27m 52s      | 50.25%           |
| 9075             | 27m 57s      | 50.25%           |
| 9100             | 28m 2s       | 50.5%            |
| 9125             | 28m 6s       | 50.5%            |
| 9150             | 28m 11s      | 50.75%           |
| 9175             | 28m 15s      | 50.75%           |
| 9200             | 28m 20s      | 51%              |
| 9225             | 28m 25s      | 51.25%           |
| 9250             | 28m 29s      | 51.25%           |
| 9275             | 28m 34s      | 51.5%            |
| 9300             | 28m 38s      | 51.5%            |
| 9325             | 28m 43s      | 51.75%           |
| 9350             | 28m 48s      | 51.75%           |
| 9375             | 28m 52s      | 52%              |
| 9400             | 28m 57s      | 52%              |
| 9425             | 29m 1s       | 52.25%           |
| 9450             | 29m 6s       | 52.5%            |
| 9475             | 29m 11s      | 52.5%            |
| 9500             | 29m 15s      | 52.75%           |
| 9525             | 29m 20s      | 52.75%           |
| 9550             | 29m 24s      | 53%              |
| 9575             | 29m 29s      | 53%              |
| 9600             | 29m 34s      | 53.25%           |
| 9625             | 29m 38s      | 53.25%           |
| 9650             | 29m 43s      | 53.5%            |
| 9675             | 29m 48s      | 53.75%           |
| 9700             | 29m 52s      | 53.75%           |
| 9725             | 29m 57s      | 54%              |
| 9750             | 30m 1s       | 54%              |
| 9775             | 30m 6s       | 54.25%           |
| 9800             | 30m 11s      | 54.25%           |
| 9825             | 30m 15s      | 54.5%            |
| 9850             | 30m 20s      | 54.5%            |
| 9875             | 30m 24s      | 54.75%           |
| 9900             | 30m 29s      | 55%              |
| 9925             | 30m 34s      | 55%              |
| 9950             | 30m 38s      | 55.25%           |
| 9975             | 30m 43s      | 55.25%           |
| 10000            | 30m 47s      | 55.5%            |
| 10025            | 30m 52s      | 55.5%            |
| 10050            | 30m 57s      | 55.75%           |
| 10075            | 31m 1s       | 55.75%           |
| 10100            | 31m 6s       | 56%              |
| 10125            | 31m 10s      | 56.25%           |
| 10150            | 31m 15s      | 56.25%           |
| 10175            | 31m 20s      | 56.5%            |
| 10200            | 31m 24s      | 56.5%            |
| 10225            | 31m 29s      | 56.75%           |
| 10250            | 31m 33s      | 56.75%           |
| 10275            | 31m 38s      | 57%              |
| 10300            | 31m 43s      | 57%              |
| 10325            | 31m 47s      | 57.25%           |
| 10350            | 31m 52s      | 57.5%            |
| 10375            | 31m 57s      | 57.5%            |
| 10400            | 32m 1s       | 57.75%           |
| 10425            | 32m 6s       | 57.75%           |
| 10450            | 32m 10s      | 58%              |
| 10475            | 32m 15s      | 58%              |
| 10500            | 32m 20s      | 58.25%           |
| 10525            | 32m 24s      | 58.25%           |
| 10550            | 32m 29s      | 58.5%            |
| 10575            | 32m 33s      | 58.75%           |
| 10600            | 32m 38s      | 58.75%           |
| 10625            | 32m 43s      | 59%              |
| 10650            | 32m 47s      | 59%              |
| 10675            | 32m 52s      | 59.25%           |
| 10700            | 32m 56s      | 59.25%           |
| 10725            | 33m 1s       | 59.5%            |
| 10750            | 33m 6s       | 59.5%            |
| 10775            | 33m 10s      | 59.75%           |
| 10800            | 33m 15s      | 60%              |
| 10825            | 33m 19s      | 60%              |
| 10850            | 33m 24s      | 60.25%           |
| 10875            | 33m 29s      | 60.25%           |
| 10900            | 33m 33s      | 60.5%            |
| 10925            | 33m 38s      | 60.5%            |
| 10950            | 33m 43s      | 60.75%           |
| 10975            | 33m 47s      | 60.75%           |
| 11000            | 33m 52s      | 61%              |
| 11025            | 33m 56s      | 61.25%           |
| 11050            | 34m 1s       | 61.25%           |
| 11075            | 34m 6s       | 61.5%            |
| 11100            | 34m 10s      | 61.5%            |
| 11125            | 34m 15s      | 61.75%           |
| 11150            | 34m 19s      | 61.75%           |
| 11175            | 34m 24s      | 62%              |
| 11200            | 34m 29s      | 62%              |
| 11225            | 34m 33s      | 62.25%           |
| 11250            | 34m 38s      | 62.5%            |
| 11275            | 34m 42s      | 62.5%            |
| 11300            | 34m 47s      | 62.75%           |
| 11325            | 34m 52s      | 62.75%           |
| 11350            | 34m 56s      | 63%              |
| 11375            | 35m 1s       | 63%              |
| 11400            | 35m 5s       | 63.25%           |
| 11425            | 35m 10s      | 63.25%           |
| 11450            | 35m 15s      | 63.5%            |
| 11475            | 35m 19s      | 63.75%           |
| 11500            | 35m 24s      | 63.75%           |
| 11525            | 35m 28s      | 64%              |
| 11550            | 35m 33s      | 64%              |
| 11575            | 35m 38s      | 64.25%           |
| 11600            | 35m 42s      | 64.25%           |
| 11625            | 35m 47s      | 64.5%            |
| 11650            | 35m 51s      | 64.5%            |
| 11675            | 35m 56s      | 64.75%           |
| 11700            | 36m 1s       | 65%              |
| 11725            | 36m 5s       | 65%              |
| 11750            | 36m 10s      | 65.25%           |
| 11775            | 36m 14s      | 65.25%           |
| 11800            | 36m 19s      | 65.5%            |
| 11825            | 36m 24s      | 65.5%            |
| 11850            | 36m 28s      | 65.75%           |
| 11875            | 36m 33s      | 65.75%           |
| 11900            | 36m 38s      | 66%              |
| 11925            | 36m 42s      | 66.25%           |
| 11950            | 36m 47s      | 66.25%           |
| 11975            | 36m 51s      | 66.5%            |
| 12000            | 36m 56s      | 66.5%            |
| 12025            | 37m 1s       | 66.75%           |
| 12050            | 37m 5s       | 66.75%           |
| 12075            | 37m 10s      | 67%              |
| 12100            | 37m 14s      | 67%              |
| 12125            | 37m 19s      | 67.25%           |
| 12150            | 37m 24s      | 67.5%            |
| 12175            | 37m 28s      | 67.5%            |
| 12200            | 37m 33s      | 67.75%           |
| 12225            | 37m 37s      | 67.75%           |
| 12250            | 37m 42s      | 68%              |
| 12275            | 37m 47s      | 68%              |
| 12300            | 37m 51s      | 68.25%           |
| 12325            | 37m 56s      | 68.25%           |
| 12350            | 38m 0s       | 68.5%            |
| 12375            | 38m 5s       | 68.75%           |
| 12400            | 38m 10s      | 68.75%           |
| 12425            | 38m 14s      | 69%              |
| 12450            | 38m 19s      | 69%              |
| 12475            | 38m 23s      | 69.25%           |
| 12500            | 38m 28s      | 69.25%           |
| 12525            | 38m 33s      | 69.5%            |
| 12550            | 38m 37s      | 69.5%            |
| 12575            | 38m 42s      | 69.75%           |
| 12600            | 38m 46s      | 70%              |
| 12625            | 38m 51s      | 70%              |
| 12650            | 38m 56s      | 70.25%           |
| 12675            | 39m 0s       | 70.25%           |
| 12700            | 39m 5s       | 70.5%            |
| 12725            | 39m 9s       | 70.5%            |
| 12750            | 39m 14s      | 70.75%           |
| 12775            | 39m 19s      | 70.75%           |
| 12800            | 39m 23s      | 71%              |
| 12825            | 39m 28s      | 71.25%           |
| 12850            | 39m 32s      | 71.25%           |
| 12875            | 39m 37s      | 71.5%            |
| 12900            | 39m 42s      | 71.5%            |
| 12925            | 39m 46s      | 71.75%           |
| 12950            | 39m 51s      | 71.75%           |
| 12975            | 39m 56s      | 72%              |
| 13000            | 40m 0s       | 72%              |
| 13025            | 40m 5s       | 72.25%           |
| 13050            | 40m 9s       | 72.5%            |
| 13075            | 40m 14s      | 72.5%            |
| 13100            | 40m 19s      | 72.75%           |
| 13125            | 40m 23s      | 72.75%           |
| 13150            | 40m 28s      | 73%              |
| 13175            | 40m 32s      | 73%              |
| 13200            | 40m 37s      | 73.25%           |
| 13225            | 40m 42s      | 73.25%           |
| 13250            | 40m 46s      | 73.5%            |
| 13275            | 40m 51s      | 73.75%           |
| 13300            | 40m 55s      | 73.75%           |
| 13325            | 41m 0s       | 74%              |
| 13350            | 41m 5s       | 74%              |
| 13375            | 41m 9s       | 74.25%           |
| 13400            | 41m 14s      | 74.25%           |
| 13425            | 41m 18s      | 74.5%            |
| 13450            | 41m 23s      | 74.5%            |
| 13475            | 41m 28s      | 74.75%           |
| 13500            | 41m 32s      | 75%              |
| 13525            | 41m 37s      | 75%              |
| 13550            | 41m 42s      | 75.25%           |
| 13575            | 41m 46s      | 75.25%           |
| 13600            | 41m 51s      | 75.5%            |
| 13625            | 41m 55s      | 75.5%            |
| 13650            | 42m 0s       | 75.75%           |
| 13675            | 42m 5s       | 75.75%           |
| 13700            | 42m 9s       | 76%              |
| 13725            | 42m 14s      | 76.25%           |
| 13750            | 42m 18s      | 76.25%           |
| 13775            | 42m 23s      | 76.5%            |
| 13800            | 42m 28s      | 76.5%            |
| 13825            | 42m 32s      | 76.75%           |
| 13850            | 42m 37s      | 76.75%           |
| 13875            | 42m 41s      | 77%              |
| 13900            | 42m 46s      | 77%              |
| 13925            | 42m 51s      | 77.25%           |
| 13950            | 42m 55s      | 77.5%            |
| 13975            | 43m 0s       | 77.5%            |
| 14000            | 43m 4s       | 77.75%           |
| 14025            | 43m 9s       | 77.75%           |
| 14050            | 43m 14s      | 78%              |
| 14075            | 43m 18s      | 78%              |
| 14100            | 43m 23s      | 78.25%           |
| 14125            | 43m 27s      | 78.25%           |
| 14150            | 43m 32s      | 78.5%            |
| 14175            | 43m 37s      | 78.75%           |
| 14200            | 43m 41s      | 78.75%           |
| 14225            | 43m 46s      | 79%              |
| 14250            | 43m 50s      | 79%              |
| 14275            | 43m 55s      | 79.25%           |
| 14300            | 44m 0s       | 79.25%           |
| 14325            | 44m 4s       | 79.5%            |
| 14350            | 44m 9s       | 79.5%            |
| 14375            | 44m 14s      | 79.75%           |
| 14400            | 44m 18s      | 80%              |
| 14425            | 44m 23s      | 80%              |
| 14450            | 44m 27s      | 80.25%           |
| 14475            | 44m 32s      | 80.25%           |
| 14500            | 44m 37s      | 80.5%            |
| 14525            | 44m 41s      | 80.5%            |
| 14550            | 44m 46s      | 80.75%           |
| 14575            | 44m 50s      | 80.75%           |
| 14600            | 44m 55s      | 81%              |
| 14625            | 45m 0s       | 81.25%           |
| 14650            | 45m 4s       | 81.25%           |
| 14675            | 45m 9s       | 81.5%            |
| 14700            | 45m 13s      | 81.5%            |
| 14725            | 45m 18s      | 81.75%           |
| 14750            | 45m 23s      | 81.75%           |
| 14775            | 45m 27s      | 82%              |
| 14800            | 45m 32s      | 82%              |
| 14825            | 45m 36s      | 82.25%           |
| 14850            | 45m 41s      | 82.5%            |
| 14875            | 45m 46s      | 82.5%            |
| 14900            | 45m 50s      | 82.75%           |
| 14925            | 45m 55s      | 82.75%           |
| 14950            | 45m 59s      | 83%              |
| 14975            | 46m 4s       | 83%              |
| 15000            | 46m 9s       | 83.25%           |
| 15025            | 46m 13s      | 83.25%           |
| 15050            | 46m 18s      | 83.5%            |
| 15075            | 46m 22s      | 83.75%           |
| 15100            | 46m 27s      | 83.75%           |
| 15125            | 46m 32s      | 84%              |
| 15150            | 46m 36s      | 84%              |
| 15175            | 46m 41s      | 84.25%           |
| 15200            | 46m 45s      | 84.25%           |
| 15225            | 46m 50s      | 84.5%            |
| 15250            | 46m 55s      | 84.5%            |
| 15275            | 46m 59s      | 84.75%           |
| 15300            | 47m 4s       | 85%              |
| 15325            | 47m 9s       | 85%              |
| 15350            | 47m 13s      | 85.25%           |
| 15375            | 47m 18s      | 85.25%           |
| 15400            | 47m 22s      | 85.5%            |
| 15425            | 47m 27s      | 85.5%            |
| 15450            | 47m 32s      | 85.75%           |
| 15475            | 47m 36s      | 85.75%           |
| 15500            | 47m 41s      | 86%              |
| 15525            | 47m 45s      | 86.25%           |
| 15550            | 47m 50s      | 86.25%           |
| 15575            | 47m 55s      | 86.5%            |
| 15600            | 47m 59s      | 86.5%            |
| 15625            | 48m 4s       | 86.75%           |
| 15650            | 48m 8s       | 86.75%           |
| 15675            | 48m 13s      | 87%              |
| 15700            | 48m 18s      | 87%              |
| 15725            | 48m 22s      | 87.25%           |
| 15750            | 48m 27s      | 87.5%            |
