No arguments are passed. Using default.
TRAINING IMAGE CLASSIFIER ON 17995 images in 10 CATEGORIES
Extracting image features from full data set.
Analyzing and extracting image features.
+------------------+--------------+------------------+
| Images Processed | Elapsed Time | Percent Complete |
| 3150             | 9m 20s       | 17.5%            |
| 3175             | 9m 25s       | 17.5%            |
| 3200             | 9m 29s       | 17.75%           |
| 3225             | 9m 34s       | 17.75%           |
| 3250             | 9m 38s       | 18%              |
| 3275             | 9m 42s       | 18%              |
| 3300             | 9m 47s       | 18.25%           |
| 3325             | 9m 51s       | 18.25%           |
| 3350             | 9m 56s       | 18.5%            |
| 3375             | 10m 0s       | 18.75%           |
| 3400             | 10m 5s       | 18.75%           |
| 3425             | 10m 9s       | 19%              |
| 3450             | 10m 14s      | 19%              |
| 3475             | 10m 18s      | 19.25%           |
| 3500             | 10m 22s      | 19.25%           |
| 3525             | 10m 27s      | 19.5%            |
| 3550             | 10m 31s      | 19.5%            |
| 3575             | 10m 36s      | 19.75%           |
| 3600             | 10m 40s      | 20%              |
| 3625             | 10m 45s      | 20%              |
| 3650             | 10m 49s      | 20.25%           |
| 3675             | 10m 53s      | 20.25%           |
| 3700             | 10m 58s      | 20.5%            |
| 3725             | 11m 2s       | 20.5%            |
| 3750             | 11m 7s       | 20.75%           |
| 3775             | 11m 11s      | 20.75%           |
| 3800             | 11m 16s      | 21%              |
| 3825             | 11m 20s      | 21.25%           |
| 3850             | 11m 25s      | 21.25%           |
| 3875             | 11m 29s      | 21.5%            |
| 3900             | 11m 34s      | 21.5%            |
| 3925             | 11m 38s      | 21.75%           |
| 3950             | 11m 42s      | 21.75%           |
| 3975             | 11m 47s      | 22%              |
| 4000             | 11m 51s      | 22%              |
| 4025             | 11m 56s      | 22.25%           |
| 4050             | 12m 0s       | 22.5%            |
| 4075             | 12m 5s       | 22.5%            |
| 4100             | 12m 9s       | 22.75%           |
| 4125             | 12m 13s      | 22.75%           |
| 4150             | 12m 18s      | 23%              |
| 4175             | 12m 22s      | 23%              |
| 4200             | 12m 27s      | 23.25%           |
| 4225             | 12m 31s      | 23.25%           |
| 4250             | 12m 36s      | 23.5%            |
| 4275             | 12m 40s      | 23.75%           |
| 4300             | 12m 45s      | 23.75%           |
| 4325             | 12m 49s      | 24%              |
| 4350             | 12m 53s      | 24%              |
| 4375             | 12m 58s      | 24.25%           |
| 4400             | 13m 2s       | 24.25%           |
| 4425             | 13m 7s       | 24.5%            |
| 4450             | 13m 11s      | 24.5%            |
| 4475             | 13m 16s      | 24.75%           |
| 4500             | 13m 20s      | 25%              |
| 4525             | 13m 25s      | 25%              |
| 4550             | 13m 29s      | 25.25%           |
| 4575             | 13m 33s      | 25.25%           |
| 4600             | 13m 38s      | 25.5%            |
| 4625             | 13m 42s      | 25.5%            |
| 4650             | 13m 47s      | 25.75%           |
| 4675             | 13m 51s      | 25.75%           |
| 4700             | 13m 56s      | 26%              |
| 4725             | 14m 0s       | 26.25%           |
| 4750             | 14m 5s       | 26.25%           |
| 4775             | 14m 9s       | 26.5%            |
| 4800             | 14m 13s      | 26.5%            |
| 4825             | 14m 18s      | 26.75%           |
| 4850             | 14m 22s      | 26.75%           |
| 4875             | 14m 27s      | 27%              |
| 4900             | 14m 31s      | 27%              |
| 4925             | 14m 36s      | 27.25%           |
| 4950             | 14m 40s      | 27.5%            |
| 4975             | 14m 45s      | 27.5%            |
| 5000             | 14m 49s      | 27.75%           |
| 5025             | 14m 53s      | 27.75%           |
| 5050             | 14m 58s      | 28%              |
| 5075             | 15m 2s       | 28%              |
| 5100             | 15m 7s       | 28.25%           |
| 5125             | 15m 11s      | 28.25%           |
| 5150             | 15m 16s      | 28.5%            |
| 5175             | 15m 20s      | 28.75%           |
| 5200             | 15m 25s      | 28.75%           |
| 5225             | 15m 29s      | 29%              |
| 5250             | 15m 33s      | 29%              |
| 5275             | 15m 38s      | 29.25%           |
| 5300             | 15m 42s      | 29.25%           |
| 5325             | 15m 47s      | 29.5%            |
| 5350             | 15m 51s      | 29.5%            |
| 5375             | 15m 56s      | 29.75%           |
| 5400             | 16m 0s       | 30%              |
| 5425             | 16m 5s       | 30%              |
| 5450             | 16m 9s       | 30.25%           |
| 5475             | 16m 14s      | 30.25%           |
| 5500             | 16m 18s      | 30.5%            |
| 5525             | 16m 23s      | 30.5%            |
| 5550             | 16m 27s      | 30.75%           |
| 5575             | 16m 32s      | 30.75%           |
| 5600             | 16m 36s      | 31%              |
| 5625             | 16m 41s      | 31.25%           |
| 5650             | 16m 45s      | 31.25%           |
| 5675             | 16m 50s      | 31.5%            |
| 5700             | 16m 54s      | 31.5%            |
| 5725             | 16m 58s      | 31.75%           |
| 5750             | 17m 3s       | 31.75%           |
| 5775             | 17m 7s       | 32%              |
| 5800             | 17m 12s      | 32%              |
| 5825             | 17m 16s      | 32.25%           |
| 5850             | 17m 21s      | 32.5%            |
| 5875             | 17m 25s      | 32.5%            |
| 5900             | 17m 30s      | 32.75%           |
| 5925             | 17m 34s      | 32.75%           |
| 5950             | 17m 39s      | 33%              |
| 5975             | 17m 43s      | 33%              |
| 6000             | 17m 48s      | 33.25%           |
| 6025             | 17m 52s      | 33.25%           |
| 6050             | 17m 57s      | 33.5%            |
| 6075             | 18m 1s       | 33.75%           |
| 6100             | 18m 5s       | 33.75%           |
| 6125             | 18m 10s      | 34%              |
| 6150             | 18m 14s      | 34%              |
| 6175             | 18m 19s      | 34.25%           |
| 6200             | 18m 23s      | 34.25%           |
| 6225             | 18m 28s      | 34.5%            |
| 6250             | 18m 32s      | 34.5%            |
| 6275             | 18m 37s      | 34.75%           |
| 6300             | 18m 41s      | 35%              |
| 6325             | 18m 46s      | 35%              |
| 6350             | 18m 50s      | 35.25%           |
| 6375             | 18m 55s      | 35.25%           |
| 6400             | 18m 59s      | 35.5%            |
| 6425             | 19m 4s       | 35.5%            |
| 6450             | 19m 8s       | 35.75%           |
| 6475             | 19m 13s      | 35.75%           |
| 6500             | 19m 17s      | 36%              |
| 6525             | 19m 22s      | 36.25%           |
| 6550             | 19m 26s      | 36.25%           |
| 6575             | 19m 31s      | 36.5%            |
| 6600             | 19m 35s      | 36.5%            |
| 6625             | 19m 39s      | 36.75%           |
| 6650             | 19m 44s      | 36.75%           |
| 6675             | 19m 48s      | 37%              |
| 6700             | 19m 53s      | 37%              |
| 6725             | 19m 57s      | 37.25%           |
| 6750             | 20m 2s       | 37.5%            |
| 6775             | 20m 6s       | 37.5%            |
| 6800             | 20m 11s      | 37.75%           |
| 6825             | 20m 15s      | 37.75%           |
| 6850             | 20m 20s      | 38%              |
| 6875             | 20m 24s      | 38%              |
| 6900             | 20m 29s      | 38.25%           |
| 6925             | 20m 33s      | 38.25%           |
| 6950             | 20m 38s      | 38.5%            |
| 6975             | 20m 42s      | 38.75%           |
| 7000             | 20m 47s      | 38.75%           |
| 7025             | 20m 51s      | 39%              |
| 7050             | 20m 56s      | 39%              |
| 7075             | 21m 0s       | 39.25%           |
| 7100             | 21m 4s       | 39.25%           |
| 7125             | 21m 9s       | 39.5%            |
| 7150             | 21m 13s      | 39.5%            |
| 7175             | 21m 18s      | 39.75%           |
| 7200             | 21m 22s      | 40%              |
| 7225             | 21m 27s      | 40%              |
| 7250             | 21m 31s      | 40.25%           |
| 7275             | 21m 36s      | 40.25%           |
| 7300             | 21m 40s      | 40.5%            |
| 7325             | 21m 45s      | 40.5%            |
| 7350             | 21m 49s      | 40.75%           |
| 7375             | 21m 54s      | 40.75%           |
| 7400             | 21m 58s      | 41%              |
| 7425             | 22m 3s       | 41.25%           |
| 7450             | 22m 7s       | 41.25%           |
| 7475             | 22m 12s      | 41.5%            |
| 7500             | 22m 16s      | 41.5%            |
| 7525             | 22m 21s      | 41.75%           |
| 7550             | 22m 25s      | 41.75%           |
| 7575             | 22m 30s      | 42%              |
| 7600             | 22m 34s      | 42%              |
| 7625             | 22m 39s      | 42.25%           |
| 7650             | 22m 43s      | 42.5%            |
| 7675             | 22m 47s      | 42.5%            |
| 7700             | 22m 52s      | 42.75%           |
| 7725             | 22m 56s      | 42.75%           |
| 7750             | 23m 1s       | 43%              |
| 7775             | 23m 5s       | 43%              |
| 7800             | 23m 10s      | 43.25%           |
| 7825             | 23m 14s      | 43.25%           |
| 7850             | 23m 19s      | 43.5%            |
| 7875             | 23m 23s      | 43.75%           |
| 7900             | 23m 28s      | 43.75%           |
| 7925             | 23m 32s      | 44%              |
| 7950             | 23m 37s      | 44%              |
| 7975             | 23m 41s      | 44.25%           |
| 8000             | 23m 46s      | 44.25%           |
| 8025             | 23m 50s      | 44.5%            |
| 8050             | 23m 55s      | 44.5%            |
| 8075             | 23m 59s      | 44.75%           |
| 8100             | 24m 3s       | 45%              |
| 8125             | 24m 8s       | 45%              |
| 8150             | 24m 12s      | 45.25%           |
| 8175             | 24m 17s      | 45.25%           |
| 8200             | 24m 21s      | 45.5%            |
| 8225             | 24m 26s      | 45.5%            |
| 8250             | 24m 30s      | 45.75%           |
| 8275             | 24m 35s      | 45.75%           |
| 8300             | 24m 39s      | 46%              |
| 8325             | 24m 44s      | 46.25%           |
| 8350             | 24m 48s      | 46.25%           |
| 8375             | 24m 53s      | 46.5%            |
| 8400             | 24m 57s      | 46.5%            |
| 8425             | 25m 2s       | 46.75%           |
| 8450             | 25m 6s       | 46.75%           |
| 8475             | 25m 11s      | 47%              |
| 8500             | 25m 15s      | 47%              |
| 8525             | 25m 20s      | 47.25%           |
| 8550             | 25m 24s      | 47.5%            |
| 8575             | 25m 28s      | 47.5%            |
| 8600             | 25m 33s      | 47.75%           |
| 8625             | 25m 37s      | 47.75%           |
| 8650             | 25m 42s      | 48%              |
| 8675             | 25m 46s      | 48%              |
| 8700             | 25m 51s      | 48.25%           |
| 8725             | 25m 55s      | 48.25%           |
| 8750             | 26m 0s       | 48.5%            |
| 8775             | 26m 4s       | 48.75%           |
| 8800             | 26m 9s       | 48.75%           |
| 8825             | 26m 13s      | 49%              |
| 8850             | 26m 18s      | 49%              |
| 8875             | 26m 22s      | 49.25%           |
| 8900             | 26m 27s      | 49.25%           |
| 8925             | 26m 31s      | 49.5%            |
| 8950             | 26m 36s      | 49.5%            |
| 8975             | 26m 40s      | 49.75%           |
| 9000             | 26m 45s      | 50%              |
| 9025             | 26m 49s      | 50%              |
| 9050             | 26m 53s      | 50.25%           |
| 9075             | 26m 58s      | 50.25%           |
| 9100             | 27m 2s       | 50.5%            |
| 9125             | 27m 7s       | 50.5%            |
| 9150             | 27m 11s      | 50.75%           |
| 9175             | 27m 16s      | 50.75%           |
| 9200             | 27m 20s      | 51%              |
| 9225             | 27m 25s      | 51.25%           |
| 9250             | 27m 29s      | 51.25%           |
| 9275             | 27m 34s      | 51.5%            |
| 9300             | 27m 38s      | 51.5%            |
| 9325             | 27m 43s      | 51.75%           |
| 9350             | 27m 47s      | 51.75%           |
| 9375             | 27m 52s      | 52%              |
| 9400             | 27m 56s      | 52%              |
| 9425             | 28m 0s       | 52.25%           |
| 9450             | 28m 5s       | 52.5%            |
| 9475             | 28m 9s       | 52.5%            |
| 9500             | 28m 14s      | 52.75%           |
| 9525             | 28m 18s      | 52.75%           |
| 9550             | 28m 23s      | 53%              |
| 9575             | 28m 27s      | 53%              |
| 9600             | 28m 32s      | 53.25%           |
| 9625             | 28m 36s      | 53.25%           |
| 9650             | 28m 41s      | 53.5%            |
| 9675             | 28m 45s      | 53.75%           |
| 9700             | 28m 50s      | 53.75%           |
| 9725             | 28m 54s      | 54%              |
| 9750             | 28m 59s      | 54%              |
| 9775             | 29m 3s       | 54.25%           |
| 9800             | 29m 8s       | 54.25%           |
| 9825             | 29m 12s      | 54.5%            |
| 9850             | 29m 17s      | 54.5%            |
| 9875             | 29m 21s      | 54.75%           |
| 9900             | 29m 26s      | 55%              |
| 9925             | 29m 30s      | 55%              |
| 9950             | 29m 34s      | 55.25%           |
| 9975             | 29m 39s      | 55.25%           |
| 10000            | 29m 43s      | 55.5%            |
| 10025            | 29m 48s      | 55.5%            |
| 10050            | 29m 52s      | 55.75%           |
| 10075            | 29m 57s      | 55.75%           |
| 10100            | 30m 1s       | 56%              |
| 10125            | 30m 6s       | 56.25%           |
| 10150            | 30m 10s      | 56.25%           |
| 10175            | 30m 15s      | 56.5%            |
| 10200            | 30m 19s      | 56.5%            |
| 10225            | 30m 24s      | 56.75%           |
| 10250            | 30m 28s      | 56.75%           |
| 10275            | 30m 33s      | 57%              |
| 10300            | 30m 37s      | 57%              |
| 10325            | 30m 41s      | 57.25%           |
| 10350            | 30m 46s      | 57.5%            |
| 10375            | 30m 50s      | 57.5%            |
| 10400            | 30m 55s      | 57.75%           |
| 10425            | 30m 59s      | 57.75%           |
| 10450            | 31m 4s       | 58%              |
| 10475            | 31m 8s       | 58%              |
| 10500            | 31m 13s      | 58.25%           |
| 10525            | 31m 17s      | 58.25%           |
| 10550            | 31m 22s      | 58.5%            |
| 10575            | 31m 26s      | 58.75%           |
| 10600            | 31m 31s      | 58.75%           |
| 10625            | 31m 35s      | 59%              |
| 10650            | 31m 40s      | 59%              |
| 10675            | 31m 44s      | 59.25%           |
| 10700            | 31m 49s      | 59.25%           |
| 10725            | 31m 53s      | 59.5%            |
| 10750            | 31m 58s      | 59.5%            |
| 10775            | 32m 2s       | 59.75%           |
| 10800            | 32m 6s       | 60%              |
| 10825            | 32m 11s      | 60%              |
| 10850            | 32m 15s      | 60.25%           |
| 10875            | 32m 20s      | 60.25%           |
| 10900            | 32m 24s      | 60.5%            |
| 10925            | 32m 29s      | 60.5%            |
| 10950            | 32m 33s      | 60.75%           |
| 10975            | 32m 38s      | 60.75%           |
| 11000            | 32m 42s      | 61%              |
| 11025            | 32m 47s      | 61.25%           |
| 11050            | 32m 51s      | 61.25%           |
| 11075            | 32m 56s      | 61.5%            |
| 11100            | 33m 0s       | 61.5%            |
| 11125            | 33m 5s       | 61.75%           |
| 11150            | 33m 9s       | 61.75%           |
| 11175            | 33m 14s      | 62%              |
| 11200            | 33m 18s      | 62%              |
| 11225            | 33m 22s      | 62.25%           |
| 11250            | 33m 27s      | 62.5%            |
| 11275            | 33m 31s      | 62.5%            |
| 11300            | 33m 36s      | 62.75%           |
| 11325            | 33m 40s      | 62.75%           |
| 11350            | 33m 45s      | 63%              |
| 11375            | 33m 49s      | 63%              |
| 11400            | 33m 54s      | 63.25%           |
| 11425            | 33m 58s      | 63.25%           |
| 11450            | 34m 3s       | 63.5%            |
| 11475            | 34m 7s       | 63.75%           |
| 11500            | 34m 12s      | 63.75%           |
| 11525            | 34m 16s      | 64%              |
| 11550            | 34m 21s      | 64%              |
| 11575            | 34m 25s      | 64.25%           |
| 11600            | 34m 30s      | 64.25%           |
| 11625            | 34m 34s      | 64.5%            |
| 11650            | 34m 39s      | 64.5%            |
| 11675            | 34m 43s      | 64.75%           |
| 11700            | 34m 47s      | 65%              |
| 11725            | 34m 52s      | 65%              |
| 11750            | 34m 56s      | 65.25%           |
| 11775            | 35m 1s       | 65.25%           |
| 11800            | 35m 5s       | 65.5%            |
| 11825            | 35m 10s      | 65.5%            |
| 11850            | 35m 14s      | 65.75%           |
| 11875            | 35m 19s      | 65.75%           |
| 11900            | 35m 23s      | 66%              |
| 11925            | 35m 28s      | 66.25%           |
| 11950            | 35m 32s      | 66.25%           |
| 11975            | 35m 37s      | 66.5%            |
| 12000            | 35m 41s      | 66.5%            |
| 12025            | 35m 46s      | 66.75%           |
| 12050            | 35m 50s      | 66.75%           |
| 12075            | 35m 54s      | 67%              |
| 12100            | 35m 59s      | 67%              |
| 12125            | 36m 3s       | 67.25%           |
| 12150            | 36m 8s       | 67.5%            |
| 12175            | 36m 12s      | 67.5%            |
| 12200            | 36m 17s      | 67.75%           |
| 12225            | 36m 21s      | 67.75%           |
| 12250            | 36m 26s      | 68%              |
| 12275            | 36m 30s      | 68%              |
| 12300            | 36m 35s      | 68.25%           |
| 12325            | 36m 39s      | 68.25%           |
| 12350            | 36m 44s      | 68.5%            |
| 12375            | 36m 48s      | 68.75%           |
| 12400            | 36m 53s      | 68.75%           |
| 12425            | 36m 57s      | 69%              |
| 12450            | 37m 2s       | 69%              |
| 12475            | 37m 6s       | 69.25%           |
| 12500            | 37m 10s      | 69.25%           |
| 12525            | 37m 15s      | 69.5%            |
| 12550            | 37m 19s      | 69.5%            |
| 12575            | 37m 24s      | 69.75%           |
| 12600            | 37m 28s      | 70%              |
| 12625            | 37m 33s      | 70%              |
| 12650            | 37m 37s      | 70.25%           |
| 12675            | 37m 42s      | 70.25%           |
| 12700            | 37m 46s      | 70.5%            |
| 12725            | 37m 51s      | 70.5%            |
| 12750            | 37m 55s      | 70.75%           |
| 12775            | 38m 0s       | 70.75%           |
| 12800            | 38m 4s       | 71%              |
| 12825            | 38m 9s       | 71.25%           |
| 12850            | 38m 13s      | 71.25%           |
| 12875            | 38m 18s      | 71.5%            |
| 12900            | 38m 22s      | 71.5%            |
| 12925            | 38m 27s      | 71.75%           |
| 12950            | 38m 31s      | 71.75%           |
| 12975            | 38m 35s      | 72%              |
| 13000            | 38m 40s      | 72%              |
| 13025            | 38m 44s      | 72.25%           |
| 13050            | 38m 49s      | 72.5%            |
| 13075            | 38m 53s      | 72.5%            |
| 13100            | 38m 58s      | 72.75%           |
| 13125            | 39m 2s       | 72.75%           |
| 13150            | 39m 7s       | 73%              |
| 13175            | 39m 11s      | 73%              |
| 13200            | 39m 16s      | 73.25%           |
| 13225            | 39m 20s      | 73.25%           |
| 13250            | 39m 25s      | 73.5%            |
| 13275            | 39m 29s      | 73.75%           |
| 13300            | 39m 34s      | 73.75%           |
| 13325            | 39m 38s      | 74%              |
| 13350            | 39m 43s      | 74%              |
| 13375            | 39m 47s      | 74.25%           |
| 13400            | 39m 51s      | 74.25%           |
| 13425            | 39m 56s      | 74.5%            |
| 13450            | 40m 0s       | 74.5%            |
| 13475            | 40m 5s       | 74.75%           |
| 13500            | 40m 9s       | 75%              |
| 13525            | 40m 14s      | 75%              |
| 13550            | 40m 18s      | 75.25%           |
| 13575            | 40m 23s      | 75.25%           |
| 13600            | 40m 27s      | 75.5%            |
| 13625            | 40m 32s      | 75.5%            |
| 13650            | 40m 36s      | 75.75%           |
| 13675            | 40m 41s      | 75.75%           |
| 13700            | 40m 45s      | 76%              |
| 13725            | 40m 50s      | 76.25%           |
| 13750            | 40m 54s      | 76.25%           |
| 13775            | 40m 59s      | 76.5%            |
| 13800            | 41m 3s       | 76.5%            |
| 13825            | 41m 7s       | 76.75%           |
| 13850            | 41m 12s      | 76.75%           |
| 13875            | 41m 16s      | 77%              |
| 13900            | 41m 21s      | 77%              |
| 13925            | 41m 25s      | 77.25%           |
| 13950            | 41m 30s      | 77.5%            |
| 13975            | 41m 34s      | 77.5%            |
| 14000            | 41m 39s      | 77.75%           |
| 14025            | 41m 43s      | 77.75%           |
| 14050            | 41m 48s      | 78%              |
| 14075            | 41m 52s      | 78%              |
| 14100            | 41m 57s      | 78.25%           |
| 14125            | 42m 1s       | 78.25%           |
| 14150            | 42m 6s       | 78.5%            |
| 14175            | 42m 10s      | 78.75%           |
| 14200            | 42m 15s      | 78.75%           |
| 14225            | 42m 19s      | 79%              |
| 14250            | 42m 24s      | 79%              |
| 14275            | 42m 28s      | 79.25%           |
| 14300            | 42m 33s      | 79.25%           |
| 14325            | 42m 37s      | 79.5%            |
| 14350            | 42m 42s      | 79.5%            |
| 14375            | 42m 46s      | 79.75%           |
| 14400            | 42m 50s      | 80%              |
| 14425            | 42m 55s      | 80%              |
| 14450            | 42m 59s      | 80.25%           |
| 14475            | 43m 4s       | 80.25%           |
| 14500            | 43m 8s       | 80.5%            |
| 14525            | 43m 13s      | 80.5%            |
| 14550            | 43m 17s      | 80.75%           |
| 14575            | 43m 22s      | 80.75%           |
| 14600            | 43m 26s      | 81%              |
| 14625            | 43m 31s      | 81.25%           |
| 14650            | 43m 35s      | 81.25%           |
| 14675            | 43m 40s      | 81.5%            |
| 14700            | 43m 44s      | 81.5%            |
| 14725            | 43m 49s      | 81.75%           |
| 14750            | 43m 53s      | 81.75%           |
| 14775            | 43m 58s      | 82%              |
| 14800            | 44m 2s       | 82%              |
| 14825            | 44m 7s       | 82.25%           |
| 14850            | 44m 11s      | 82.5%            |
| 14875            | 44m 16s      | 82.5%            |
| 14900            | 44m 20s      | 82.75%           |
| 14925            | 44m 25s      | 82.75%           |
| 14950            | 44m 29s      | 83%              |
| 14975            | 44m 33s      | 83%              |
| 15000            | 44m 38s      | 83.25%           |
| 15025            | 44m 42s      | 83.25%           |
| 15050            | 44m 47s      | 83.5%            |
| 15075            | 44m 51s      | 83.75%           |
| 15100            | 44m 56s      | 83.75%           |
| 15125            | 45m 0s       | 84%              |
| 15150            | 45m 5s       | 84%              |
| 15175            | 45m 9s       | 84.25%           |
| 15200            | 45m 14s      | 84.25%           |
| 15225            | 45m 18s      | 84.5%            |
| 15250            | 45m 23s      | 84.5%            |
| 15275            | 45m 27s      | 84.75%           |
| 15300            | 45m 32s      | 85%              |
| 15325            | 45m 36s      | 85%              |
| 15350            | 45m 41s      | 85.25%           |
| 15375            | 45m 45s      | 85.25%           |
| 15400            | 45m 50s      | 85.5%            |
| 15425            | 45m 54s      | 85.5%            |
| 15450            | 45m 59s      | 85.75%           |
| 15475            | 46m 3s       | 85.75%           |
| 15500            | 46m 8s       | 86%              |
| 15525            | 46m 12s      | 86.25%           |
| 15550            | 46m 17s      | 86.25%           |
| 15575            | 46m 21s      | 86.5%            |
| 15600            | 46m 25s      | 86.5%            |
| 15625            | 46m 30s      | 86.75%           |
| 15650            | 46m 34s      | 86.75%           |
| 15675            | 46m 39s      | 87%              |
| 15700            | 46m 43s      | 87%              |
| 15725            | 46m 48s      | 87.25%           |
| 15750            | 46m 52s      | 87.5%            |
| 15775            | 46m 57s      | 87.5%            |
| 15800            | 47m 1s       | 87.75%           |
| 15825            | 47m 6s       | 87.75%           |
| 15850            | 47m 10s      | 88%              |
| 15875            | 47m 15s      | 88%              |
| 15900            | 47m 19s      | 88.25%           |
| 15925            | 47m 23s      | 88.25%           |
